No,Area,Cabang,Kode,Nama Toko,Jenis Toko,Alamat,Hotel VASA (Ya/Tidak),Hotel IBIS Budget (Ya/Tidak),cadangan ke … (hanya untuk toko cadangan),Kadiv Mitra 10,Jumlah orang,Nama Undangan,Meja VIP,Keterangan
357,5,SURABAYA TIMUR,16C01090020,ARIES JAYA,TRO,KYAI TAMBAK DERES 35,Tidak,Tidak,,,2,ARIES/ EVI,,
358,5,SURABAYA TIMUR,16C01100011,CAHAYA ABADI,TRO,KENJERAN 359,Tidak,Tidak,,,2,YOHANES HENDRA,,
359,5,SURABAYA TIMUR,16C01100014,DORO KASIH,TRO,KAPAS KRAMPUNG 6,Tidak,Tidak,,,2,SIU,,
360,5,SURABAYA TIMUR,16C01100023,HT UD ,TRO,KENJERAN 625,Tidak,Tidak,,,2,TEDJA  HERMANTO,,
361,5,SURABAYA TIMUR,16C01100043,SAUDARA,TRO,KETINTANG BARAT 56,Tidak,Tidak,,,2,YENNIE,,
362,5,SURABAYA TIMUR,16C01100048,SINAR HARAPAN,TRO,KENJERAN 383,Tidak,Tidak,,,2,HANNY CHANDRA TJIANG,,
363,5,SURABAYA TIMUR,16C01100049,SINAR INDAH,TRO,NGAGLIK 1A,Tidak,Tidak,,,2,GEING,,
364,5,SURABAYA TIMUR,16C01100052,SOPONYONO,TRO,PACAR KEMBANG 123,Tidak,Tidak,,,2,ANITA,,
365,5,SURABAYA TIMUR,16C01100056,SUMBER MAKMUR,TRO,KAPAS KRAMPUNG 18,Tidak,Tidak,,,2,LIK SUNJOYO,,
366,5,SURABAYA TIMUR,16C01100064,TUNGGAL JAYA,TRO,PLOSO BARU 24,Tidak,Tidak,,,2,ERNA / BENNY,,
367,5,SURABAYA TIMUR,16C01100071,SANTOSO,TRO,KEDUNG COWEK 103,Tidak,Tidak,,,2,LIDYA / DJUNAIDI SANTOSO,,
368,5,SURABAYA TIMUR,16C01100113,ASLI 2,TRO,JOLUTUNDO BARU 3/24,Tidak,Tidak,,,2,HARI RACHMAD,,
369,5,SURABAYA TIMUR,16C01100123,"WIJAYA PRATAMA NUSANTARA, PT",TRO,KEDUNG COWEK NO 19,Tidak,Tidak,,,2,AFANDY NAGA,,
370,5,SURABAYA TIMUR,16C01110039,IRWAN SANTOSO,TRO,KERTAJAYA 31,Tidak,Tidak,,,2,RATNA,,
371,5,SURABAYA TIMUR,16C01110054,HIDAYAH,TRO,JOJORAN 48 A,Tidak,Tidak,,,2,KUSNO,,
372,5,SURABAYA TIMUR,16C01110088,SUMBER JAYA,TRO,RAYA MENUR 103A,Tidak,Tidak,,,2,HENDRY,,
373,5,SURABAYA TIMUR,16C01110097,"TIGA JAYA, CV",TRO,NGAGEL JAYA SELATAN 90,Tidak,Tidak,,,2,CHANDRA,,
374,5,SURABAYA TIMUR,16C01120003,ANEKA JAYA,TRO,RUNGKUT LOR V/K 11,Tidak,Tidak,,,2,ANDREY,,
375,5,SURABAYA TIMUR,16C01120010,ATLAS,TRO,JEMURSARI 33 (DEKAT REL KERETA),Tidak,Tidak,,,2,YOANA,,
376,5,SURABAYA TIMUR,16C01120024,JAYA MAKMUR,TRO,RUNGKUT TENGAH 79,Tidak,Tidak,,,2,IWAN,,
377,5,SURABAYA TIMUR,16C01120036,MUBAROK,TRO,WONOREJO SELATAN 36,Tidak,Tidak,,,2,RAY HANA,,
378,5,SURABAYA TIMUR,16C01120045,PUTRA MAS,TRO,RUNGKUT KIDUL INDUSTRI 50,Tidak,Tidak,,,2,BENNY / YENNY,,
379,5,SURABAYA TIMUR,16C01120048,SAHABAT BARU,TRO,PENJARINGAN SARI PS II / D 35,Tidak,Tidak,,,2,LIANG  VIVI MAGDALENA,,
380,5,SURABAYA TIMUR,16C01120049,SANTOSO,TRO,RAYA  RUNGKUT KIDUL 35,Tidak,Tidak,,,2,BUDI SANTOSO,,
381,5,SURABAYA TIMUR,16C01120060,SURYA KENCANA,TRO,RAYA KALI RUNGKUT 12,Tidak,Tidak,,,2,BAMBANG,,
382,5,SURABAYA TIMUR,16C01120066,MAJU UTAMA,TRO,PENJARINGAN SARI IID/26,Tidak,Tidak,,,2,EDDY,,
383,5,SURABAYA TIMUR,16C01120161,VIA STEEL,TRO,MEDAYU UTARA GANG I / 12 C,Tidak,Tidak,,,2,SUMAJI,,
384,5,SURABAYA TIMUR,16C01120168,"ANAK JAWI SEJAHTERA, CV",TRO,RAYA RUNGKUT MENANGGAL 37,Tidak,Tidak,,,2,SETIOWATI,,
385,5,SURABAYA TIMUR,16C01140021,SINAR TERANG,TRO,GUNUNG ANYAR LOR 116,Tidak,Tidak,,,2,MIMIN,,
386,5,SURABAYA TIMUR,16C01150009,"KLAMPIS DEPO, UD ",TRO,RAYA KLAMPIS HARAPAN BLOK G / 168,Tidak,Tidak,,,2,STEVANUS HALIM,,
387,5,SURABAYA TIMUR,16C01150019,BUDI KARYA/BINTANG TIMUR,TRO,KEPUTIH TEGAL 16,Tidak,Tidak,,,2,EUNIKE / MARIA,,
388,5,SURABAYA TIMUR,16C01150025,DELAPAN DELAPAN JAYA,TRO,RAYA SEMAMPIR 59,Tidak,Tidak,,,2,ALEX,,
389,5,SURABAYA TIMUR,16C01150028,ENAM EMPAT (64),TRO,NGAGEL JAYA 75,Tidak,Tidak,,,2,YOHANES  BUDI,,
390,5,SURABAYA TIMUR,16C01150043,MARTHA,TRO,PUCANG ANOM 40,Tidak,Tidak,,,2,LILI / TANDU,,
391,5,SURABAYA TIMUR,16C01150045,MEGA BANGUNAN,TRO,BRATANG GEDE 113,Tidak,Tidak,,,2,LINDA / IVAN,,
392,5,SURABAYA TIMUR,16C01150066,SINAR TERANG,TRO,PUCANG ANOM 71,Tidak,Tidak,,,2,RUDI ( HWAT ),,
393,5,SURABAYA TIMUR,16C01150093,WARNA JAYA,TRO,KEPUTIH UTARA 57,Tidak,Tidak,,,2,HENI YULIANI,,
394,5,SURABAYA TIMUR,16C01150109,PUTRA SEJATI,TRO,BARATA JAYA 26,Tidak,Tidak,,,2,HENDRO DARMAWAN,,
395,5,SURABAYA TIMUR,16C01150111,KOTA JAYA,TRO,BARATA JAYA 80,Tidak,Tidak,,,2,LANNY,,
396,5,SURABAYA TIMUR,16C01160008,BINA BANGUN,TRO,MULYOSARI POJOK JEMBATAN ITS 1,Tidak,Tidak,,,2,FITRI,,
397,5,SURABAYA TIMUR,16C01160027,SINAR JAYA,TRO,KEJAWAN PUTIH TAMBAK 52,Tidak,Tidak,,,2,AGUS,,
398,5,SURABAYA TIMUR,16C01160052,FAJAR BANGUNAN,TRO,RUKO GALAXY BUMI PERMAI BLOK H5-12C,Tidak,Tidak,,,2,PAK KHO SUCIPTO/ BU  NANCY,,
399,5,SURABAYA TIMUR,16C01170010,JAYA RAYA,TRO,"SAWAHAN BARU 2, 72",Tidak,Tidak,,,2,BP.AGUS HARIYANTO,,
400,5,SURABAYA TIMUR,16C01170027,SINAR TERANG,TRO,TIDAR 91 R,Tidak,Tidak,,,2,PAK CIPTO/ BU LANNY,,
401,5,SURABAYA TIMUR,16C01170029,SURYA JAYA,TRO,TIDAR 91,Tidak,Tidak,,,2,BP.JOYO SAMPURNO,,
402,5,SURABAYA TIMUR,16C01170039,SAUDARA JAYA,TRO,PETEMON BARAT 8,Tidak,Tidak,,,2,BU LILIANAWATI / PAK ODDY,,
403,5,SURABAYA TIMUR,16C01170051,CAHAYA BARU,TRO,BANYU URIP KIDUL 4 NO 9,Tidak,Tidak,,,2,BAPAK SUMADI,,
404,5,SURABAYA TIMUR,16C01170056,"CATUR MITRA SEJATI SENTOSA, PT",MTO,KEDUNGDORO,Tidak,Tidak,,1,1,REVA,,
405,5,SURABAYA TIMUR,16C01170070,"ANAK TAWI MAKMUR, CV ",TRO,TIDAR 143 PETEMON,Tidak,Tidak,,,2,RIANIK,,
406,5,SURABAYA TIMUR,16C01170083,SINAR MULIA,TRO,PETEMON KALI 63A,Tidak,Tidak,,,2,LUKAS / RATNAWATI TWENNY PUTRI,,
407,5,SURABAYA TIMUR,16C01180007,KARYA BERSAMA,TRO,KARANGAN 111,Tidak,Tidak,,,2,ATENG,,
408,5,SURABAYA TIMUR,16C01180034,"HAJI NUR, UD ",TRO,KEMBANG KUNING  97,Tidak,Tidak,,,2,ACHMAD SODIQ / HAJI NUR,,
409,5,SURABAYA TIMUR,16C01190008,DUA CAHAYA,TRO,MASTRIP KARANG PILANG BARAT 43,Tidak,Tidak,,,2,HANDIK,,
410,5,SURABAYA TIMUR,16C01190023,SINAR SURYA,TRO,RUKO KEBRAON SELATAN FA-36,Tidak,Tidak,,,2,ANTONIUS,,
411,5,SURABAYA TIMUR,16C01190030,TRI STAR JY / ANTARIKSA,TRO,KEBRAON II BALASKLUMPRIK 44,Tidak,Tidak,,,2,ERNA,,
412,5,SURABAYA TIMUR,16C01190043,SETIA JAYA,TRO,A YANI 201,Tidak,Tidak,,,2,NANANG,,
413,5,SURABAYA TIMUR,16C01200002,ANIKA JAYA,TRO,DUKUH KUPANG VI/15-17,Tidak,Tidak,,,2,KATAM,,
414,5,SURABAYA TIMUR,16C01200004,ARTHA,TRO,MAYJEND. SUNGKONO 129,Tidak,Tidak,,,2,SUGIANTO,,
415,5,SURABAYA TIMUR,16C01200020,"NORTON, CV ",MTO,DUKUH KUPANG XXII NO.14-16,Tidak,Tidak,,,8,8 PESERTA,,
416,5,SURABAYA TIMUR,16C01200022,SAMA BAHAGIA,TRO,DUKUH KUPANG BARAT 55,Tidak,Tidak,,,2,ANTON,,
417,5,SURABAYA TIMUR,16C01200025,TERANG,TRO,DUKUH KUPANG 100,Tidak,Tidak,,,2,YENNY CHANDRA,,
418,5,SURABAYA TIMUR,16C01200044,"TRI SURYA ABADI, PT ",TRO,PAKIS BUKIT ASOKA J/12,Tidak,Tidak,,,2,YAN SURYO,,
419,5,SURABAYA TIMUR,16C01210005,BANGUNAN KITA,TRO,WIYUNG-MENGANTI 63,Tidak,Tidak,,,2,EKO / ALEX,,
420,5,SURABAYA TIMUR,16C01210047,"CATUR MITRA SEJATI SENTOSA, PT",MTO,MENGANTI WIYUNG,Tidak,Tidak,,1,1,ZENUAR,,
421,5,SURABAYA TIMUR,16C01210057,INDAH JAYA,TRO,MENGANTI WIYUNG 31,Tidak,Tidak,,,2,MUSTONO / MUYATI,,
422,5,SURABAYA TIMUR,16C01220014,MATAHARI,TRO,BENDUL MERISI 138,Tidak,Tidak,,,2,HWA,,
423,5,SURABAYA TIMUR,16C01220020,SLAMET,TRO,BENDUL MERISI 117,Tidak,Tidak,,,2,BAMBANG SOELAKSONO/ BU VIVI,,
424,5,SURABAYA TIMUR,16C01240004,BHAKTI JAYA,TRO,JAMBANGAN BARU 9,Tidak,Tidak,,,2,BHAKTI,,
425,5,SURABAYA TIMUR,16C01240028,"PUTRA BANGUN PERSADA, CV",TRO,KARAH INDAH 22,Tidak,Tidak,,,2,STEVEN WARDANA,,
426,5,SURABAYA TIMUR,16C01250090,"SUMBER MAS BANGUNAN, PT ",MTO,ARU 16 RT 016 RW 004 MANDALA - MERAUKE,Ya,Tidak,,,2,UNGGUL & CHARLES,,(Pak charles tidak klaim tiket dan hotel) Undangan Kirim ke Tangerang/Mendrisio 
427,5,SURABAYA TIMUR,16C01030078,"SOPONYONO, UD ",TRO,KALIBUTUH 128 A,Tidak,Tidak,CADANGAN,,2,BUDI,,
428,5,SURABAYA TIMUR,16C01030117,DWI PUTRA JAYA,TRO,SEMARANG 84 I,Tidak,Tidak,CADANGAN,,2,KRISTANTO TANUWIJAYA / HENI,,
429,5,SURABAYA TIMUR,16C01060026,EMPAT SATU,TRO,WONOKUSUMO 41,Tidak,Tidak,CADANGAN,,2,ILHAM,,
430,5,SURABAYA TIMUR,16C01080022,JAYA ABADI,TRO,SIDOYOSO I/8,Tidak,Tidak,CADANGAN,,2,ERNA,,
431,5,SURABAYA TIMUR,16C01090017,SURYA SAKTI,TRO,KAPAS GADING MADYA I/22,Tidak,Tidak,CADANGAN,,2,FREDY,,
432,5,SURABAYA TIMUR,16C01090018,WIDJOJO,TRO,KYAI TAMBAK DERES 8,Tidak,Tidak,CADANGAN,,2,ANDI / LING,,
433,5,SURABAYA TIMUR,16C01100030,MAJU,TRO,KALI KEPITING 85,Tidak,Tidak,CADANGAN,,2,AGUS,,
434,5,SURABAYA TIMUR,16C01100044,SAUDARA KITA,TRO,TAMBANG BOYO 90,Tidak,Tidak,CADANGAN,,2,FENDY,,
435,5,SURABAYA TIMUR,16C01120165,"SEMEN INDONESIA DISTRIBUTOR, PT ",TRO,RUNGKUT LOR 40,Tidak,Tidak,CADANGAN,,2,NUZULIA FITHRIANA / GANANG,,
436,5,SURABAYA TIMUR,16C01130038,KERTO RAHARJO,TRO,KENDANGSARI INDUSTRI 19,Tidak,Tidak,CADANGAN,,2,MELLY,,
437,5,SURABAYA TIMUR,16C01130059,KERTOHARJO,TRO,KUTISARI UTARA 37,Tidak,Tidak,CADANGAN,,2,AGUS,,
438,5,SURABAYA TIMUR,16C01150006,ANUGRAH JAYA,TRO,RAYA MANYAR 12A,Tidak,Tidak,CADANGAN,,2,LISA,,
439,5,SURABAYA TIMUR,16C01150053,SARI AGUNG,TRO,KEPUTIH 10 (MENUR PUMPUNGAN),Tidak,Tidak,CADANGAN,,2,ELLY,,
440,5,SURABAYA TIMUR,16C01160011,HOKI,TRO,TEMPUREJO 16,Tidak,Tidak,CADANGAN,,2,HENNYKA,,
441,5,SURABAYA TIMUR,16C01160045,PUTRA MAKMUR,TRO,WIRATNO 53 A,Tidak,Tidak,CADANGAN,,2,CHANDRA / LENY,VEGETARIAN,
442,5,SURABAYA TIMUR,16C01170062,"JAYA MAKMUR, UD ",TRO,KAWI 19,Tidak,Tidak,CADANGAN,,2,YULIA,,
443,5,SURABAYA TIMUR,16C01230011,INTI JAYA SUKSES PERDANA,TRO,GAYUNGSARI TIMUR VIII-IX MGK RT 00 RW 00,Tidak,Tidak,CADANGAN,,2,JHONNY TANNER/ TOMY,,
444,5,SURABAYA TIMUR,16C01270041,"KOTA MAS NUSANTARA, CV ",TRO,MARGOMULYO 46 / G 27,Tidak,Tidak,CADANGAN,,2,SULIS,,
445,5,SURABAYA TIMUR,16C01310004,"BUMI JAYA INDAH ABADI, PT ",TRO,RY DUKUH KUPANG 44,Tidak,Tidak,,,2,SUSAN / SIANG,,
446,5,SURABAYA TIMUR,16C01080022,JAYA ABADI,TRO,SIDOYOSO I/8,Tidak,Tidak,,,2,ERNA,,
447,5,SURABAYA TIMUR,16C01210018,MEGA DOBO,TRO,GRAHA FAMILY G - 107,Tidak,Tidak,,,2,JEFFRY TENNY,,
448,5,SURABAYA TIMUR,16C01160032,SUMBER MAKMUR JAYA (CAF)70097006,TRO,MULYOSARI 100/PC 24,Tidak,Tidak,,,2,LILI,,
449,5,SURABAYA TIMUR,16C01030034,A SIANG,TRO,BUBUTAN,Tidak,Tidak,,,2,ASIANG,,
450,5,TUBAN,16A03010051,"JAYA ANUGERAH YAKUN ABADI, PT ",MTO,P. SUDIRMAN 151 RT. 01 RW. 03 SIDOMULYO,Ya,Tidak,,,2,YENI & BUDI,,
451,6,BULUKUMBA,27C11220051,SWALAYAN JAYA BESI,MTO,SUKAWATI,Ya,Tidak,,,1,DHARMA,,
452,6,GORONTALO,25A03030027,KARYA AGUNG JAYA,TRO,S PARMAN 60,Ya,Tidak,,,2,SUSANTI LAMUSU & DEASY CHRIDTINE BOLANG,,
453,6,GORONTALO,25A05030007,FARJIDAN JAYA,TRO,KOMPLEK PASAR BONGOMEME,Ya,Tidak,CADANGAN,,1,IRWAN YUSUF ALI,,
454,6,KENDARI,29A01060066,"SINAR MITRA BANGUNAN, PT ",MTO,SULTAN HASANUDIN,Ya,Tidak,,,1,ISKANDAR KATO,,
455,6,KENDARI,29A01060072,INTAN BUILDING CENTER (CV. INTAN CAHAYA GEMILANG),MTO,BUDI UTOMO,Ya,Tidak,,,1,ADI,,
456,6,KENDARI,29A05030064,"CIPTA ANEKA SARANA, CV ",MTO,BRIGJEN M. YOENOES NO. 149,Ya,Tidak,,,1,EDDY TENDEAN,,
457,6,KENDARI,29A05070051,ERA BANGUNAN,TRO,SARANANI,Ya,Tidak,,,1,,,
458,6,KENDARI,29A08190005,BUANA INDAH,TRO,PUNGGAWA,Ya,Tidak,,,1,,,
459,6,LUWUK,26B02010089,TIGA KEMBAR,TRO,TRANS SULAWESI (SAMPING KANTOR KELURAHAN),Ya,Tidak,,,2,LUNARDY & JESICA ISKANDAR,,
460,6,MAKASSAR,27A01010015,CAHAYA SURYA,TRO,GOA RIA 4 SUDIANG,Ya,Tidak,,,1,POA TEK CHUAN,,
461,6,MAKASSAR,27A01140035,SUMBER LOGAM,TRO,SULAWESI 370 BUTUNG,Ya,Tidak,,,1,BENNY TANSU,,
461,6,MAKASSAR,27A01030056,TOP MURAH,MTO,BULUKUNYI 15,Ya,Tidak,,,1,SWANNY (GRUP MODE),,
462,6,MAKASSAR,27A01050008,"MEGA INDAH SARI TIM0R, PT ",MTO,ANTANG RAYA 49A,Ya,Tidak,,,1,HJ. YASIN,,
463,6,MAKASSAR,27A01070069,"HAOMART PRIMA NUSANTARA, PT ",MTO,AP PETTARANI 44,Ya,Tidak,,,1,ERIK PHITOYO,,
464,6,MAKASSAR,27A01120018,"SURYA UTAMA NUSANTARA, CV ",MTO,"VETERAN 301C MARICAYA KOTA, MAKASAR",Ya,Tidak,,,1,JOHAN SUMAWI,,
465,6,MAKASSAR,27A01140045,"MITRA 3, CV ",MTO,SULAWESI 364,Ya,Tidak,,,1,ROY,,
466,6,MAKASSAR,27A01110050,USAHA MAJU,TRO,ST. ALAUDIN 222,Ya,Tidak,CADANGAN,,1,,,
467,6,MANADO,24A02020008,SANDY,TRO,NURA RAI,Ya,Tidak,,,1,I MADE WIDYA,,
468,6,MANADO,24A16030018,"SIMPLE JAYA, PT ",MTO,LINGKUNGAN III LAPANGAN MAPANGET,Ya,Tidak,,,1,LILY,,
469,6,MANADO,24A16060018,"BINA KARYA SARANA BANGUN,CV ",MTO,SUDIRMAN 139 MANADO,Ya,Tidak,,,1,ANTHONY,,
470,6,MANADO,24A16090017,GRAND HARDWARE (TJITROSANTOSO SION),MTO,ITC. MARINA PLAZA BLOK B.7 - B.10,Ya,Tidak,,,1,MAXI,,
471,6,MANADO,24A16080018,"MITRA KERJA SEJATI, CV ",TRO,SAM RATULANGI LINGK. 1,Ya,Tidak,CADANGAN,,1,,,
472,6,PALOPO,27D04050015,WINO BANGUNAN,TRO,"VETERAN, WAWONDULA",Ya,Tidak,,,1,EFRI RANDE BUNGA,,
473,6,PALU,26A01010119,PELITA SAHABUDIN,TRO,DURIAN,Ya,Tidak,,,1,HI IDRIS SE,,
474,6,PALU,26A01020126,"UNION BANGUNAN, CV ",MTO,I GUSTI NGURAH RAI,Ya,Tidak,,,1,ERICK,,
475,7,BALIKPAPAN,23B03040016,DUNIA WARNA (AB),TRO,PATIMURA RUKO BATU AMPAR 2-3,Ya,Tidak,,,1,BUDI,,
476,7,BANJARMASIN,22A03040059,"PUTRA GEMILANG PRIMA, PT ",TRO,SUTOYO S  94 / 202,Ya,Tidak,,,1,ANDRY TANUJAYA,,
477,7,PALANGKARAYA,21B01030018,KARYA SUBUR JAYA,TRO,LETKOL DARMOSUGONDO 60,Ya,Tidak,,,1,FENNY,,
478,7,PALANGKARAYA,21B04090013,MAKITA II,TRO,A.YANI 9 KAPUAS,Ya,Tidak,,,1,ARFANI,,
479,7,PONTIANAK,20A01050076,"MULTI DEPO, PT ",MTO,R. SOEPRAPTO 12,Ya,Tidak,,,1,APHIANG,,
480,7,PONTIANAK,20A01130016,STUDIO BANGUNAN / PT. RAJAWALI FAJAR PERSADA,MTO,SEIRAYA DALAM 1 RUKO TAMAN MUTIARA ALAM 2-7,Ya,Tidak,,,2,FRENKY,,
481,7,PONTIANAK,20A02040008,THONG,MTO,ALIANYANG 76,Ya,Tidak,,,1,ATHONG,,
482,7,PONTIANAK,20A03080034,SURYA GOLD,MTO,AHMAD MARZUKI,Ya,Tidak,,,1,AKHIAN,,
483,7,PONTIANAK,20A03120005,SUMBER PEMBANGUNAN,TRO,STADION 3 SENTEBANG,Ya,Tidak,,,1,WESLEY,,
484,7,PONTIANAK,20A09130035,"SURYA, CV ",MTO,JL. TEGAS RT. 01 RW. 01,Ya,Tidak,,,1,ERYAN,,
485,7,SAMARINDA,23A01010145,SINAR CITRA,TRO,AGUS SALIM 70,Ya,Tidak,,,1,DAVID HERMANTO,,
486,7,SAMARINDA,23A02010025,"MEGAH JAYA KERAMIK, UD",MTO,PATTIMURA 88,Ya,Tidak,,,1,AYEN,,
487,7,SAMPIT,21A05030010,AMANAH,TRO,AIS NASUTION,Ya,Tidak,,,1,HJ MASWATUN,,
488,7,SAMPIT,21A06060006,"KARYA JAYA, CV ",MTO,PELITA 108 A/B,Ya,Tidak,,,1,YOYONG,,
489,7,SAMPIT,21A06060044,"SAMUDRA MAS SAMPIT, PT ",MTO,PANGERAN ANTASARI,Ya,Tidak,,,1,YULIANA / YEYE,,
490,7,SAMPIT,21A06060132,ANAM,TRO,PRAMUKA,Ya,Tidak,Cadangan,,1,,,
491,7,TARAKAN,23C06060013,INDAH JAYA,TRO,A. YANI 8,Ya,Tidak,,,1,LIDYA,,
492,8,AMBON,31A01020148,BONNY,TRO,YOS SUDARSO,Ya,Tidak,,,1,ZULFIKAR RAJO BUJANG (081240408187),,
493,8,AMBON,31A01020144,SABURO,TRO,RUKO BT MERAH BLOK L,Ya,Tidak,Cadangan,,1,,,
494,8,BALI,17A01010118,"CATUR MITRA SEJATI SENTOSA, PT",MTO,GATOT SUBROTO,Tidak,Ya,,1,1,ARTHA,,
495,8,BALI,17A02010005,"NAGA MAS,UD ",TRO,SUNSET ROAD 23,Ya,Tidak,,,1,HENDRA WIJAYA   (087762811688),,
496,8,BALI,17A05020104,"CATUR MITRA SEJATI SENTOSA, PT",MTO,BY PASS NGURAH RAI,Tidak,Ya,,1,1,KOMANG,,
497,8,BALI,17A07020021,"BAGOES BALIINDO JAYA, PT ",MTO,RAYA SEMABAUNG 18,Ya,Tidak,,,1,BAGOES,,
498,8,BALI,17A02010048,"JAYA RAYA,CV ",TRO,RAYA SEMABAUNG 18,Ya,Tidak,Cadangan,,1,FIFI STEFIANI (087762767207),,
499,8,JAYAPURA,33A01030002,"PADMA KENCANA, CV",MTO,"BARU KOTARAJA WAI MHOROCK ABEPURA ARDIPURA,",Ya,Tidak,,,1,KARINA,,
500,8,JAYAPURA,33A01030021,"MITRA MAKMUR PERMAI, PT ",MTO,KOTARAJA ABEPURA RUKO KOTARAJA 8,Ya,Tidak,,,1,HADI,,
501,8,JAYAPURA,33A03010004,UNGGUL JAYA PERTAMA,TRO,KAMP WOLKER YABANSAI WAENA PERUMNAS 3,Ya,Tidak,,,1,ARIYANTO (085231044783),,
502,8,JAYAPURA,33A03010005,"MULTI BANGUNAN, CV",MTO,BARU.WAI MHOROCK NO98 RT.003 RW.006 KEL.HEDAM,Ya,Tidak,,,1,ERWIN,,
503,8,KUPANG,19A01010049,"SINAR BANGUNAN CENTER, PT ",MTO,BUNDARAN PU RT.022 RW.006 TUAK DAUN MERAH,Ya,Tidak,,,1,MEYKE,,
504,8,KUPANG,19A01010073,"SURYA BANGUNAN, CV ",TRO,BUNDARAN PU NO. 88 RT. 021 RW. 006,Ya,Tidak,,,1,LYSSS LAKSMONO (0811383555),,
505,8,LOMBOK,18A01030021,ANUGERAH (MATARAM),TRO,HOS COKTOAMINOTO 53 C CEMARA,Ya,Tidak,,,1,DAVID (08175775755),,
506,8,LOMBOK,18A01040015,"BALE CITRA LESTARI, PT",MTO,BRAWIJAYA NO. 112,Ya,Tidak,,,2,RONI ANGGADA,,
507,8,LOMBOK,18A01040016,"PION MITRA MANDIRI, PT",MTO,AHMAD YANI 89 SELAGALAS,Ya,Tidak,,,1,ANDI,,
508,8,LOMBOK,18A04050010,"METRO BANGUNAN UTAMA, CV (CV. METRO BANGUN UTAMA)",MTO,DUSUN TANAK MALIT SELATAN DESA MASBAGIK SELATAN,Ya,Tidak,,,1,YOGA BASKARA,,
509,8,LOMBOK,18A01040001,MUSTI JAYA BANGUNAN,TRO,GORA 2 SELAGALAS,Ya,Tidak,Cadangan,,1,MADE PURWANTARA (081905617850),,
510,8,SORONG,32A01010013,MAKMUR SEJAHTERA (JOHN HUS YEN),TRO,JEND. SUDIRMAN 33-39,Ya,Tidak,,,1,ALEXANDER TANDIAWAN (08134435589),,
511,8,SORONG,32A01010020,"PAPUA ABADI, CV",TRO,BASUKI RAHMAT RT.002/RW.003,Ya,Tidak,,,1,OEY TJIE BING (081344402076),,
512,8,SORONG,32A01010034,"MULTI INDAH LESTARI, PT ",MTO,"JENDRAL SUDIRMAN 1 SORONG, PAPUA BARAT",Tidak,Tidak,,,2,VIVI & MELIANA,,
513,8,SORONG,32A01040006,"MAKMUR ABADI, CV ",MTO,JENDRAL AHMAD YANI 31,Ya,Tidak,,,2,HARSONO & LIDYA,,
